Treatment Pressure of Stage 1,Treatment Pressure of Stage 2,Treatment Volume of Stage 1,Treatment Volume of Stage 2,Fracture Spacing,NPV,Length of Fracture 1,Width of Fracture 1,Length of Fracture 2,Width of Fracture 2,Length of Fracture 3,Width of Fracture 3,Length of Fracture 4,Width of Fracture 4,Length of Fracture 5,Width of Fracture 5,Length of Fracture 6,Width of Fracture 6,Length of Fracture 7,Width of Fracture 7,Length of Fracture 8,Width of Fracture 8
22.644,23.4168,1516.05,1739.7,11.46,76531.1,95.6573,0.0119102,40.4597,0.0027589,40.4597,0.0027589,95.6573,0.0119102,58.4236,0.0108059,58.3299,0.0078928,37.3256,0.0027963,98.1578,0.015666
23.7624,23.4408,1838.75,1720.8,30.09,-977192,51.0745,0.0155573,48.0296,0.013329,48.0296,0.013329,51.0745,0.0155573,48.1837,0.0116694,51.5666,0.0124086,51.5795,0.0123274,55.1119,0.0144462
24.5224,27.3024,1265.45,1746,14.515,263236,42.4253,0.0163736,31.0197,0.0068465,31.0197,0.0068465,42.4253,0.0163736,30.63,0.0205459,27.5634,0.0126632,26.8764,0.0109729,34.8925,0.0251197
25.2776,29.9656,624.6,864.7,59.635,-5924360,17.1707,0.0160274,17.137,0.0158341,17.137,0.0158341,17.1707,0.0160274,12,0.0261278,12,0.0261054,12,0.0261154,12,0.0262888
25.7216,23.7424,3944.35,2531.75,43.505,-3514310,54.2183,0.0259822,52.9682,0.0244967,52.9682,0.0244967,54.2183,0.0259822,58.1481,0.015534,60.6848,0.01614,60.9495,0.0162315,62.5385,0.0172444
26.6488,27.4192,2120.5,2541.9,51.795,-4558250,28.766,0.0257592,28.5141,0.0249548,28.5141,0.0249548,28.766,0.0257592,30.1714,0.0287507,30.3086,0.0286899,30.3395,0.0287471,30.6351,0.0297198
27.396,22.5016,1191.25,2831.35,56.035,-5743840,19.0149,0.0243063,18.954,0.0238945,18.954,0.0238945,19.0149,0.0243063,94.9469,0.0125323,94.7438,0.0123014,94.83,0.0123185,96.0974,0.0126826
28.1848,24.0904,1551.05,1218.9,16.24,242124,25.991,0.025145,22.5838,0.0143972,22.5838,0.0143972,25.991,0.025145,12,0,49.5399,0.0135606,38.9392,0.0066113,57.0983,0.0163814
28.9032,29.444,657.5,615.15,44.7,-2117230,12,0.02321,12,0.0228056,12,0.0228056,12,0.02321,12,0.024182,12,0.024157,12,0.0241826,12,0.0246168
29.2376,29.076,1656.4,584.7,42.43,-2021690,20.5202,0.0314088,20.3314,0.0300385,20.3314,0.0300385,20.5202,0.0314088,12,0.0225198,12,0.0230014,12,0.0230699,12,0.0235705
29.76,26.6704,2049.1,2602.8,35.085,-1536050,20.8264,0.0326738,20.4844,0.030218,20.4844,0.030218,20.8264,0.0326738,33.4056,0.0236757,34.0399,0.0237017,34.1087,0.0237777,35.2685,0.0263326
22.528,22.1136,1764.55,1457.25,10.39,81621.6,118.923,0.0118119,32.6729,0.0025911,32.6729,0.0025911,118.923,0.0118119,12,0.0002069,91.7718,0.004724,15.9082,3.31E-05,185.099,0.0104608
23.4088,26.0856,2084.45,2462.45,23.405,-714918,68.5426,0.0144117,59.2812,0.0106993,59.2812,0.0106993,68.5426,0.0144117,40.8043,0.0203344,39.9583,0.0179743,39.8585,0.0176734,44.5919,0.0235713
24.3336,29.164,1976.65,2019,43.965,-2696020,41.7967,0.0181391,40.9787,0.017141,40.9787,0.017141,41.7967,0.0181391,20.2432,0.0300861,20.2811,0.0298928,20.3006,0.0299728,20.4736,0.0312169
25.096,23.4088,655.75,3466.6,29.96,-1147390,16.7801,0.0141403,16.5317,0.0128272,16.5317,0.0128272,16.7801,0.0141403,94.8406,0.0155131,90.155,0.0136288,89.6488,0.0136501,97.7417,0.0159686
25.9112,24.3424,1727.45,1325.3,14.38,179053,42.7158,0.0216885,31.0528,0.0091211,31.0528,0.0091211,42.7158,0.0216885,18.6004,0.0013053,48.1334,0.0123008,37.0798,0.0056234,62.2652,0.0179822
26.7816,22.348,3475,3048.35,34.945,-2369720,42.8282,0.0283695,41.2335,0.0255625,41.2335,0.0255625,42.8282,0.0283695,109.376,0.0100592,124.128,0.0104875,121.558,0.0104558,128.597,0.0115458
27.6672,27.5176,1330.9,2429.55,37.27,-1606530,19.0826,0.0243481,18.8621,0.0229101,18.8621,0.0229101,19.0826,0.0243481,29.5901,0.0271588,29.6422,0.0264769,29.681,0.0265365,30.4223,0.028843
28.3408,25.7648,1833.5,743.6,22.03,23609.5,26.9336,0.0275937,24.9029,0.0206399,24.9029,0.0206399,26.9336,0.0275937,18.8489,0.0090416,21.0686,0.0133146,21.1047,0.0129057,22.4709,0.0170031
29.0408,23.356,3048,2028.8,31,-1322450,29.0032,0.0335005,27.9292,0.0293791,27.9292,0.0293791,29.0032,0.0335005,55.0263,0.011649,63.2851,0.0129036,62.5894,0.0127569,66.961,0.0148028
22.0576,23.0312,3869.45,1672.15,40.525,-3049420,167.598,0.0104111,162.789,0.0098185,162.789,0.0098185,167.598,0.0104111,52.5832,0.0125586,52.8246,0.0123405,52.9542,0.0123774,54.5152,0.0133074
22.9272,26.8224,2117,864,11.09,250766,114.799,0.0135629,44.4894,0.0031735,44.4894,0.0031735,114.799,0.0135629,21.3492,0.0265976,16.5515,0.0043475,16.9743,0.0068039,20.1034,0.0174615
23.7896,25.2464,1044.95,1227.3,54.62,-4656920,28.0528,0.0138277,27.8493,0.0134644,27.8493,0.0134644,28.0528,0.0138277,25.182,0.0185127,25.2283,0.0184526,25.2434,0.0184787,25.4059,0.0189491
22.2152,26.7824,547.25,3772.5,10.455,-93363.8,51.5363,0.0086232,20.6694,0.0011085,20.6694,0.0011085,51.5363,0.0086232,49.83,0.0774574,16.7711,1.19E-05,24.846,0.0070397,39.5522,0.0244748
23.3096,28.0608,972.5,3766.9,56.445,-5854380,31.5912,0.0125833,31.352,0.0122635,31.352,0.0122635,31.5912,0.0125833,36.4087,0.0343572,36.2923,0.0337717,36.3075,0.0337967,36.6292,0.034743
24.0416,23.9792,1403.7,2898.9,15.09,-313565,52.1701,0.0156394,36.7839,0.0068258,36.7839,0.0068258,52.1701,0.0156394,49.5461,0.0061847,97.6506,0.0147254,59.149,0.0072717,116.414,0.0181738
25.1592,26.2176,757.6,2880,33.72,-1254460,19.4713,0.0156036,19.1595,0.01437,19.1595,0.01437,19.4713,0.0156036,42.348,0.0247218,41.6636,0.0229585,41.6882,0.0229945,43.4947,0.0257973
25.9824,26.7328,1148.9,3067.6,59.015,-6478100,20.8722,0.0201552,20.8014,0.0198337,20.8014,0.0198337,20.8722,0.0201552,36.1049,0.0282463,36.0669,0.0279202,36.0836,0.0279439,36.3616,0.028627
26.672,24.1432,1259.85,1570.65,11.695,323536,32.8541,0.0225079,23.1036,0.0064329,23.1036,0.0064329,32.8541,0.0225079,12,0,57.9929,0.0130348,31.0653,0.0023196,81.3716,0.0184566
27.4136,28.2424,2794.6,3484.8,26.63,-1186820,36.9482,0.0283028,34.4779,0.0231184,34.4779,0.0231184,36.9482,0.0283028,35.2319,0.0260169,36.7642,0.026505,36.7659,0.0262783,39.6463,0.0323339
28.1144,25.8336,509.1,1270,35.6,-884257,12,0.0207497,12,0.0200138,12,0.0200138,12,0.0207497,22.9189,0.0184459,22.8988,0.0179636,22.9192,0.0179939,23.3784,0.0195425
28.5792,27.9712,973.2,2470.5,40.53,-1964770,15.6051,0.0250525,15.523,0.0241231,15.523,0.0241231,15.6051,0.0250525,27.0219,0.0288226,26.9966,0.0281341,27.0213,0.0281834,27.4945,0.0300291
29.104,26.1648,3149.85,1442.2,20.915,-435123,37.067,0.0335856,32.729,0.0235365,32.729,0.0235365,37.067,0.0335856,24.3316,0.0085465,31.2737,0.0163278,30.9968,0.0148755,35.0987,0.0216664
29.7912,22.9768,508.4,2991.65,49.705,-3981980,12,0.0256687,12,0.0253544,12,0.0253544,12,0.0256687,83.6299,0.0145167,82.9114,0.014071,82.9688,0.0140889,84.4935,0.0146724
22.7528,25.5792,3184.85,2270.65,23.08,-1070780,126.977,0.0128135,102.244,0.0094889,102.244,0.0094889,126.977,0.0128135,41.7716,0.0193009,40.0209,0.0162358,39.8582,0.0159426,44.7287,0.0214652
23.8288,29.3104,2218.5,654,21.905,-134829,67.0815,0.0160123,56.5034,0.0112879,56.5034,0.0112879,67.0815,0.0160123,12,0.0201046,12,0.0187967,12,0.0189361,12,0.0217326
24.6336,22.0632,1217.5,2730.55,13.865,95653.8,40.726,0.0165741,29.2913,0.0063845,29.2913,0.0063845,40.726,0.0165741,12,0,139.795,0.0081975,40.4724,0.0021699,185.956,0.0099209
25.5192,25.0176,3542.2,2111.4,16.19,-663759,76.8492,0.023509,52.3299,0.0120776,52.3299,0.0120776,76.8492,0.023509,37.3461,0.0069549,55.63,0.0141655,46.2719,0.0095524,70.0335,0.0210408
26.8152,27.2528,3717.9,1359.6,37.295,-1987050,43.1812,0.0289076,41.8215,0.0264699,41.8215,0.0264699,43.1812,0.0289076,21.475,0.0217635,21.8869,0.0226582,21.9573,0.0228275,22.3298,0.0245304
27.62,28.0056,2716.9,3435.8,29.26,-1378840,34.028,0.0290008,32.3358,0.0247521,32.3358,0.0247521,34.028,0.0290008,35.6704,0.0268342,36.9108,0.0270919,36.9675,0.0270546,39.2055,0.0318866
28.4632,26.6672,3752.9,1219.25,39.46,-2280530,37.2458,0.0353302,36.3283,0.0327828,36.3283,0.0327828,37.2458,0.0353302,20.6951,0.0193646,21.2339,0.0207518,21.3028,0.0209223,21.5948,0.022218
29.2056,22.7664,1787.3,602.2,40.555,-1713360,20.4639,0.0310766,20.2494,0.0295351,20.2494,0.0295351,20.4639,0.0310766,26.0711,0.0078027,27.5469,0.0088456,27.6572,0.00891,28.1774,0.0095141
29.7696,26.8688,3469.05,3249.6,39.175,-2662780,30.8069,0.038862,30.1673,0.0361533,30.1673,0.0361533,30.8069,0.038862,37.4713,0.0256864,38.6533,0.0264227,38.7782,0.0265563,39.8616,0.0287253
22.6816,29.1672,2036.85,3070.4,15.705,-427247,107.108,0.012009,65.1199,0.0058015,65.1199,0.0058015,107.108,0.012009,37.7162,0.0391386,28.8232,0.0161881,29.09,0.016967,36.4382,0.0324597
23.6112,23.2288,2965.4,1002.6,25.57,-780062,84.203,0.0161155,74.1288,0.0127333,74.1288,0.0127333,84.203,0.0161155,36.0877,0.0085612,39.3662,0.0097383,39.4044,0.0095667,43.0767,0.0121559
24.5888,24.9952,1750.2,3970.25,44.545,-3420640,36.0209,0.018393,35.4073,0.0174385,35.4073,0.0174385,36.0209,0.018393,61.1563,0.0225529,61.2044,0.0220027,61.2957,0.0220579,62.7492,0.023321
25.4584,23.0008,966.9,2193.65,15.11,32109.7,29.1897,0.0169904,24.1755,0.0084472,24.1755,0.0084472,29.1897,0.0169904,12,0,113.43,0.0127757,59.6589,0.0050978,127.31,0.0138805
26.3576,26.7352,2678.75,2278.7,11.455,-215684,58.8856,0.0261848,31.5054,0.0067073,31.5054,0.0067073,58.8856,0.0261848,33.0109,0.0232669,38.8752,0.0154544,28.4436,0.004637,57.2479,0.0281967
27.2216,23.544,858.75,3095.25,28.88,-934543,14.92,0.0193145,14.7461,0.0175708,14.7461,0.0175708,14.92,0.0193145,81.5548,0.015438,78.5235,0.0135701,77.8829,0.0135819,85.2924,0.0161662
28.2328,22.0216,644.2,863.3,12.94,686787,14.774,0.0180913,13.9589,0.0104406,13.9589,0.0104406,14.774,0.0180913,16.1258,0.0002992,81.8252,0.0078621,23.654,0.0011883,94.4454,0.0087796
28.8544,23.7952,1285.4,2765.9,49.285,-3854130,15.7639,0.0264984,15.718,0.0259592,15.718,0.0259592,15.7639,0.0264984,60.5929,0.0173435,60.4467,0.0169374,60.5115,0.0169684,61.5703,0.017702
29.628,26.2208,2036.85,2526.85,13.895,-81186.6,28.1499,0.0307218,22.8113,0.0138972,22.8113,0.0138972,28.1499,0.0307218,12,0,56.8467,0.0216739,37.1491,0.0073443,68.0853,0.0263317
22.5424,29.1184,3357.05,2801.25,42,-3126700,114.713,0.0127977,111.147,0.0120221,111.147,0.0120221,114.713,0.0127977,24.783,0.0329844,24.6216,0.03182,24.6429,0.0318783,24.9868,0.033666
23.4304,26.8864,3965.7,3604.5,45.895,-4226490,93.1138,0.0170403,90.9775,0.0162156,90.9775,0.0162156,93.1138,0.0170403,39.5543,0.0285566,39.5048,0.0279755,39.5778,0.0280572,40.2882,0.0295334
22.1696,27.6936,3822.2,554.25,28.395,-1235520,178.178,0.0104723,157.882,0.008889,157.882,0.008889,178.178,0.0104723,12,0.0184257,12,0.0176779,12,0.0177316,12,0.0190248
23.2616,22.588,2464.2,3595.4,22.815,-1403280,84.043,0.0142979,70.3753,0.0104055,70.3753,0.0104055,84.043,0.0142979,107.544,0.0081242,161.54,0.0105834,130.313,0.0090834,175.855,0.0124223
24.1864,25.6664,2356.4,3151.95,29.53,-1414420,55.3508,0.0176739,51.7259,0.0150275,51.7259,0.0150275,55.3508,0.0176739,47.7192,0.0206515,48.7695,0.0203233,48.8212,0.0202614,52.2614,0.0238623
25.0592,22.056,3356.7,1828.6,51.67,-4883400,52.6189,0.0231299,51.8802,0.0222905,51.8802,0.0222905,52.6189,0.0231299,78.4991,0.0092259,82.3896,0.0096301,82.9526,0.0097337,83.909,0.0100041
26.0728,29.1328,1425.4,1018.7,23.465,6458.59,29.1179,0.0204143,27.0403,0.0157526,27.0403,0.0157526,29.1179,0.0204143,15.0464,0.020142,15.1539,0.0202396,15.1884,0.0203231,15.5482,0.0241248
26.6344,24.636,3854.75,681.3,20.51,-407316,57.699,0.0270268,48.0319,0.0182567,48.0319,0.0182567,57.699,0.0270268,20.7737,0.0062164,24.3848,0.0103074,24.4886,0.0098305,27.0526,0.0142081
27.3216,23.6624,1213.3,1262.3,49.295,-3397400,18.9154,0.0237777,18.8242,0.0231726,18.8242,0.0231726,18.9154,0.0237777,34.6268,0.0138533,34.948,0.0139043,34.9987,0.0139408,35.4578,0.0145177
27.9304,26.8712,530.1,2460.7,41.615,-2071420,12,0.0205735,12,0.0201223,12,0.0201223,12,0.0205735,32.3084,0.0266266,32.0477,0.0255809,32.0674,0.0256107,32.6941,0.0272778
28.664,23.388,2744.9,3014.75,15.675,-701000,39.525,0.0314834,30.8772,0.0159025,30.8772,0.0159025,39.525,0.0314834,12,0,123.389,0.0134939,78.5016,0.0067764,155.413,0.0159109
29.532,28.7952,2708.85,784.55,34.665,-1120440,25.3162,0.0344879,24.7223,0.031444,24.7223,0.031444,25.3162,0.0344879,12,0.0201505,12,0.0213467,12,0.021503,12,0.0223997
29.9992,29.3176,2425.7,2438.65,41.17,-2368990,21.1649,0.0346094,20.9386,0.032916,20.9386,0.032916,21.1649,0.0346094,24.6411,0.032465,24.8324,0.0324854,24.867,0.0325768,25.2406,0.0345265
22.5064,27.7488,3210.05,3298.95,52.07,-5403860,107.359,0.0128192,105.615,0.0123791,105.615,0.0123791,107.359,0.0128192,35.3245,0.0322788,35.1796,0.0316046,35.2099,0.0316527,35.6032,0.0327753
23.4256,23.844,2066.6,1949,19.48,-426587,74.2511,0.0144697,57.7664,0.0090487,57.7664,0.0090487,74.2511,0.0144697,52.1172,0.009743,61.4902,0.0117113,56.0577,0.0097893,73.2854,0.0162475
24.2096,24.236,1390.05,992.1,40.38,-1752410,33.9298,0.0161945,33.2085,0.0151204,33.2085,0.0151204,33.9298,0.0161945,26.2884,0.0136373,26.708,0.0139387,26.7708,0.0140019,27.2491,0.0149352
24.7632,22.372,3530.65,1825.8,46.55,-3831240,60.5881,0.0221701,59.3879,0.0211119,59.3879,0.0211119,60.5881,0.0221701,67.8221,0.0101137,71.6329,0.0106612,71.9962,0.0107279,73.6286,0.0112827
25.6568,27.1232,706.5,3535.9,39.75,-2115130,17.3982,0.0168668,17.2672,0.0161156,17.2672,0.0161156,17.3982,0.0168668,40.3223,0.0294269,39.8392,0.0279634,39.8679,0.0280027,40.928,0.0301723
26.3648,24.296,2209.75,3650,39.6,-2654720,31.1384,0.0245007,30.4909,0.0228286,30.4909,0.0228286,31.1384,0.0245007,68.7762,0.019136,69.3943,0.0186118,69.4804,0.0186804,71.8944,0.020156
27.1224,27.5584,3352.5,3221.95,36.295,-2323810,40.683,0.0296788,39.3542,0.0270128,39.3542,0.0270128,40.683,0.0296788,36.1193,0.0277488,37.0018,0.0281378,37.1278,0.0282629,38.3745,0.0310884
27.9272,28.3112,2351.85,829.35,28.26,-561889,30.7605,0.0290418,29.242,0.0245406,29.242,0.0245406,30.7605,0.0290418,14.8302,0.0185495,15.0813,0.0201284,15.1207,0.0203252,15.342,0.0226255
28.5096,24.1752,956.75,2556.6,10.21,145969,22.0788,0.0239659,17.4235,0.0064191,17.4235,0.0064191,22.0788,0.0239659,12,0,91.9349,0.0163432,17.5153,9.60E-06,120.574,0.0192169
29.2624,26.2408,1063.85,3753.25,53.755,-5102190,15.9506,0.028137,15.9146,0.0277,15.9146,0.0277,15.9506,0.028137,44.3165,0.0273552,44.222,0.0268798,44.2523,0.0269116,44.7788,0.0278189
29.9592,23.2328,3994.4,1084.85,11.15,-100807,48.4061,0.0393385,28.0681,0.0101623,28.0681,0.0101623,48.4061,0.0393385,12,0,18.5118,0.0023542,17.6513,0.0009682,103.209,0.0158689
22.7664,24.5848,1277.35,3614.65,54.69,-5527860,43.8708,0.0117456,43.394,0.0113871,43.394,0.0113871,43.8708,0.0117456,61.0373,0.0213898,60.9083,0.021024,60.9627,0.0210513,61.7579,0.0217325
23.5952,24.0824,2705,1209.1,19.29,-374857,89.6524,0.0157382,67.2532,0.009845,67.2532,0.009845,89.6524,0.0157382,36.513,0.0098139,39.3271,0.0104806,38.0734,0.0093261,45.9533,0.0151842
24.5168,26.5624,813.6,3812.4,38.275,-1962640,21.0502,0.0142255,20.7723,0.0133724,20.7723,0.0133724,21.0502,0.0142255,44.8529,0.0275406,44.2091,0.0259903,44.2419,0.02603,45.6354,0.0282828
25.5336,26.2376,1635.05,924.55,47.8,-3067520,28.9621,0.0209621,28.6363,0.0201331,28.6363,0.0201331,28.9621,0.0209621,17.7672,0.0185466,17.8605,0.0188283,17.8743,0.0188824,17.9611,0.0194068
26.0928,23.3568,1312,1696.3,57.115,-5594950,21.015,0.0205963,20.9344,0.020228,20.9344,0.020228,21.015,0.0205963,46.128,0.0143784,46.2962,0.0142909,46.3441,0.014315,46.8209,0.0147225
26.808,28.1112,2134.85,639.3,47.845,-3119200,29.0792,0.0263448,28.7519,0.0253031,28.7519,0.0253031,29.0792,0.0263448,12,0.0204729,12,0.0208574,12,0.0209122,12,0.0212192
27.38,23.7952,2167.4,2115.25,37.34,-1827030,26.2862,0.0267867,25.7564,0.0247985,25.7564,0.0247985,26.2862,0.0267867,50.669,0.0150229,52.2784,0.0150854,52.3803,0.0151431,54.3208,0.0165698
28.292,26.0944,1704,1936.4,13.875,125612,29.8759,0.0268773,23.774,0.0117917,23.774,0.0117917,29.8759,0.0268773,16.3466,0.0008436,46.5511,0.0191162,33.7448,0.0069106,56.8303,0.0248085
28.9712,25.5392,2274.15,1157.3,37.94,-1598740,24.6799,0.0324415,24.2436,0.0302121,24.2436,0.0302121,24.6799,0.0324415,21.8237,0.015938,22.4637,0.0171279,22.5266,0.0172321,22.9032,0.018473
29.4784,23.9704,527.3,2986.4,48.84,-3738500,12,0.0248285,12,0.0245059,12,0.0245059,12,0.0248285,63.1288,0.018422,62.6222,0.0178552,62.6669,0.0178778,63.7987,0.0186664
22.212,28.4872,1773.3,2572,22.895,-594488,96.836,0.0096711,80.8018,0.0071061,80.8018,0.0071061,96.836,0.0096711,30.9515,0.02973,28.7885,0.022751,28.8021,0.0226726,31.407,0.0300035
23.0952,25.0576,1345.6,1499.6,23.645,-232780,53.2121,0.0122783,47.2385,0.0092071,47.2385,0.0092071,53.2121,0.0122783,33.4142,0.015282,33.2985,0.0140372,33.3048,0.0138451,36.5518,0.0182297
23.9312,24.1376,3061.65,1422.6,29.125,-1152660,73.9839,0.0175669,68.2026,0.0148529,68.2026,0.0148529,73.9839,0.0175669,35.2918,0.0127206,36.7733,0.0132682,36.9605,0.0132857,39.2401,0.015735
22.54,24.6528,3452.95,1610.2,54.42,-5662610,111.694,0.0131045,110.087,0.0127063,110.087,0.0127063,111.694,0.0131045,33.6636,0.0182127,33.695,0.0180613,33.7385,0.0181063,34.0615,0.0186657
23.5272,24.3856,810.1,3860,52.005,-4742400,25.0573,0.0121021,24.8771,0.0117604,24.8771,0.0117604,25.0573,0.0121021,68.7522,0.020931,68.2189,0.0203662,68.2596,0.0203859,69.3153,0.0211374
24.3608,22.8664,3273.4,3330.1,19.75,-1331140,84.6139,0.018961,65.2685,0.0122348,65.2685,0.0122348,84.6139,0.018961,60.1307,0.0036912,152.175,0.0118647,112.589,0.0087471,172.806,0.0136179
25.3792,23.1408,2378.45,895.5,30.85,-869730,41.9001,0.0215219,39.7908,0.0186542,39.7908,0.0186542,41.9001,0.0215219,31.7883,0.0080666,35.8657,0.0101532,36.1021,0.0101554,37.9795,0.0117578
